Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other
tatapannya dialihkan arah enggan menatap pria mencurigakan lagi siapa pertama kali membuat gaduh suasana angie menemukan seorang pria asing tidur sofanya kejadian ini akan terjadi,0,0,0,0,0,0,0,0,0
lahir berkembangnya gerakan komunis indonesia dapat dipisahkan sebuah organisasi bernama indische sociaal democratische vereeniging,0,0,0,0,0,0,0,0,0
shaheizy sama wajah baharu calpis,0,0,0,0,0,0,0,0,0
terserah kamu balasnya fokus pekerjaan kami mengerjakan tugas proyek seni budaya dalam hari setelahnya langsung dikumpul dipresentasikan bersyukur nilainya memuaskan kejadian proyek kami makin,0,0,0,0,0,0,0,0,0
akan bro,0,0,0,0,0,0,0,0,0
kelakuan bodoh masuk kategori perbuatan menyenangkan kelakuan sontoloyo sangat menganggu persatuan bangsa kelakuan naif tidak langsung bentuk intimidasi ulama kelakuan,1,1,1,0,0,0,0,0,1
monyet turun pemukiman warga cibadak sukabumi uniform resource locator,0,0,0,0,0,0,0,0,0
kotor masalah penting bahagia warganya cebong mana mengerti,1,1,0,1,0,0,0,0,1
mau giveaway taplak meja nanti menang cuma the rich chenle,0,0,0,0,0,0,0,0,0
kebuka satu satu kebusukan kubu anies sandi menang tanpa berkah uniform resource locator prabowo berusaha cuci tangan,1,0,0,1,0,0,0,0,1
wkwk bodoh bang,0,1,0,0,0,0,0,0,0
bukan kayak orang bego bro memang ego,1,1,1,0,0,0,0,0,1
kementerian lingkungan hidup kehutanan upayakan pemerataan ekonomi melalui tora kawasan hutan perhutanan sosial tribun medan,0,0,0,0,0,0,0,0,0
pak mahfud md berpaling allah subhanahu wa taala pemberang bangsa ajak semua buang islam,1,1,0,1,1,0,0,0,0
orang orang bego kebanyakan minum makan kotoran onta otak nya somplak,1,1,1,0,0,0,0,0,1
apa terkuak semuanya jelas sejak awal memang strategi kampanye di tim pemenangan anies sandi uniform resource locator,1,0,1,0,0,0,0,0,1
warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan bertemu gubernur banten wahidin halim hari sabtu seba baduy,0,0,0,0,0,0,0,0,0
lembaga lembaga anti korupsi masa lalu bubar sentuh kekuasaan giliran komisi pemberantasan korupsi partai demokrasi indonesia perjuangan partai politik penguasa pulang mengotot bubarkan komisi pemberantasan korupsi,1,0,0,1,0,0,0,0,1
justru mas kalau menyudutkan salah satu agama tertentu malah bahaya pak rocky cerdik bisa menyusun kalimat tepat pantas digunakan inti ini mau kasih tau pengertian fiksi sebenarnya ayolah mas nya,0,0,0,0,0,0,0,0,0
pendukung calon presiden gagal pindah on selalu sibuk urus asing bawa kabur uang rupiah tidak sadar asing kabur bawa uang sebanyak tanpa didukung pribumi anjing mustahil asing pribumi diam kalau disogok mental kacung memang uniform resource locator,1,1,0,1,0,1,0,0,0
kamu rabun apa budek gue menulis berbicara,1,1,1,0,0,0,1,0,0
bismillah menahan sepo terkutuk,0,1,0,0,0,0,0,0,0
brahahahaaa cebong nya ahoker cebong cebok,1,1,1,0,0,0,0,0,1
update status bikin tugas tugas selesai ya kok jancuk sekali jembut,0,1,0,0,0,0,0,0,0
pak walaupun muslim pejabat negara harus bertindak bangsa negara,0,0,0,0,0,0,0,0,0
ikan sudah sembuh sakitnya terselamatkan bagus laik jual dipisah diseleksi ikan yang cacat permanen pemeliharaan lebih lanjut kesehatan ikan cc,0,0,0,0,0,0,0,0,0
artinya apa pribumi sadari lihat siapa kecuali kalian sama sama cina komunis misionaris abaikan twit usir cina indonesia,1,0,0,1,0,1,0,0,0
presiden anda tuduh rezim anti islam banyak berbuat negeri sudah banyak berbuat umat uniform resource locator,1,0,1,0,0,0,0,0,1
manusia bangsat,1,1,1,0,0,0,0,0,1
ingat jangan cina mengenalkan wisata haram ke indonesia haha,1,0,0,1,0,1,0,0,0
bertanya mana prabowo partai keadilan sejahtera bib kan asyik dianggap antek prabowo antek partai keadilan sejahtera hidupmu lebih dramatis,1,0,1,0,0,0,0,0,1
persahabatan salah lovren jadi bukti beda suku agama ras bukanlah halangan membina hubungan sesama umat manusia perbedaan justru menjadi warna tersendiri menjalin pertemanan terima kasih lovren salah â ¥ï¸ favorit best friend forever bro,0,0,0,0,0,0,0,0,0
sama lah lae meskipun turun menurun ideologi partai komunis indonesia selalu melekat jiwa,0,0,0,0,0,0,0,0,0
juga kesal kalau yang merokok naik motor iyakan kadang pengap kalau ditutup terus macet,0,0,0,0,0,0,0,0,0
meminta maaf kunyuk bro enak banget rasan sebar hoaks meminta maaf sebar hoaks meminta maaf mesti sapu dulu biar jera nih orang uniform resource locator,1,1,1,0,0,0,0,0,1
halo warga jakarta wakil kepala dinas penanaman modal pelayanan terpadu satu pintu provinsi daerah khusus ibukota jakarta bapak denny wahyu haryanto mewakili wakil gubernur provinsi daerah khusus ibukota jakarta membuka acara junior chamber international jci indonesia nasional event setia melayani jakarta,0,0,0,0,0,0,0,0,0
perkuat jaringan gubernur menekankan perlunya menguasai state of the art knowledge bahasa selama merantau luar indonesia,0,0,0,0,0,0,0,0,0
pandangan tuan guru bajang agama politik,0,0,0,0,0,0,0,0,0
penyedia berengsek,1,1,0,1,0,0,0,0,1
susilo bambang yudhoyono presiden ri meminta khofifah emil dekat masyarakat no bagus,0,0,0,0,0,0,0,0,0
dungu orang mau ganti presiden tidak tau siapa mikiiiir,1,1,1,0,0,0,0,0,1
bokep cewek bispak bandung ngentot crot dalam unduh full uniform resource locator uniform resource locator,0,1,0,0,0,0,0,0,0
kampret complain raga ditanggapi fuck,1,1,0,1,0,0,0,0,1
kamu kok kayak jablay grand theft auto maunya dijemput pakai mobil,1,1,1,0,0,0,0,1,0
lihat memek tante,0,1,0,0,0,0,0,0,0
itu kerjanya memusuhi dakwah islam bubarkan hati rakyat berhak lengserkan jokowi kodok tukang pencitraan,1,0,1,0,1,0,0,0,0
ha katanya saling melengkapi orang buktinya kamu goblok bagaimana sih,1,1,1,0,0,0,0,0,1
kata salah seorang khalifah rasyidin kami memerangi orang kafir bersama kalau mereka orang orang munafik juga orang munafik,0,0,0,0,0,0,0,0,0
suka nete ujian nasional jadi maklumkan,0,1,0,0,0,0,0,0,0
nek lihat match terakhir chelsea sih harusnya menang mudah manchester united iya embuh sih chelsea kacrut ki enggak diprediksi,1,1,0,1,0,0,0,0,1
kali pak tentara nasional indonesia suruh uruskan sampah plastik,0,0,0,0,0,0,0,0,0
khawatirkan manuver politik kebijakan yang dilakukan rezim semoga tersebut akan pernah terjadi negara kesatuan republik indonesia tercinta amin,0,0,0,0,0,0,0,0,0
permadi arya melaporkan rocky gerung polisi serius kitab suci fiksi kata rocky pernyataan salah merasa terhina tunggu bukankah biasa penganut agama menganggap kitab suci,0,0,0,0,0,0,0,0,0
bajingan tengik memang,0,1,0,0,0,0,0,0,0
kok pakai buruh cina kan rakyat sendiri banyak pengangguran dasar rejim kodok,1,1,1,0,0,1,0,0,0
rupiah haneul cute padahal pacarnya perek on retweet,0,1,0,0,0,0,0,0,0
bilangnya anti asing asing taunya wkwk,0,0,0,0,0,0,0,0,0
suriah sekolah radikal rakit bom pulang indonesia jadi tempat pukul di amankan,0,0,0,0,0,0,0,0,0
kadang hidup memang kayak tai malah kadang berak orang tapi kamu harus bereskan tainya tangan kamu iya,0,1,0,0,0,0,0,0,0
ih banci selotipan,1,1,1,0,0,0,0,1,0
haha kalah nih iya orang jahat kalah,1,0,1,0,0,0,0,0,1
cinta orde baru meng idola kan prabowo hary tanoe,1,0,1,0,0,0,0,0,1
menantang buka dadalah eh menyebut setanlah memang habis kamus melawan kenegarawanan pak joko widodo presiden ri pada makin stresssssss nih hati hati kena strok serangan jantung rakyat indonesia kehilangan badut badut politik merdeka,1,1,0,1,0,0,1,0,0
belah duren tidak dungu tidak cebong maaf,1,1,1,0,0,0,0,0,1
orang orang yahudi nasrani telah beri al kitab taurat injil mengenal muhammad,0,0,0,0,0,0,0,0,0
bubarkan hati front pembela islam uniform resource locator,1,0,0,1,1,0,0,0,0
ahok memang verbalnya keras pelampiasan pelarian kelelakiannya lunak,1,0,1,0,0,0,0,1,0
sekadar bagikan teman teman kantor aku kalau pelanggan bercadar langsung bilang awas bom aku menghela nafas,0,0,0,0,0,0,0,0,0
pantat mana nih menusuk ditusuk open bo wa gay berondong massage boy gay jakarta gay yogyakarta gay tangger,0,1,0,0,0,0,0,0,0
diancam dibunuh presiden republik indonesia mas terus mesti lapor dulu penegak hukum bisa bertindak ada ancaman pembunuhan kepala negaranya,0,0,0,0,0,0,0,0,0
kayak orang nyosor mau meminta nete,0,1,0,0,0,0,0,0,0
ngewe baik,0,1,0,0,0,0,0,0,0
jebur bukan cebur,0,1,0,0,0,0,0,0,0
partai keadilan sejahtera ulang tahun balai kota rr berbicara mencalonkan presiden balai kota ganti namanya jadi â balai politiknya ð ¤ª,0,0,0,0,0,0,0,0,0
pak perlu melanjutkan rencana menyeret pengadilan ham pbb uniform resource locator,1,0,1,0,0,0,0,0,1
kebijakan pengembalian barang konsumen dilakukan apabila barang tersebut rusak cacat produksi konsumen merasa kurang puas produk tersebut terhitung selama hari tanggal pembelian haus mini quiz hazid yuk ikutan pengguna,0,0,0,0,0,0,0,0,0
kisah hidup muhammad lebih lengkap diunduh sini,0,0,0,0,0,0,0,0,0
penjajahan atas bumi indonesia di hapus kan penjajahan ekonomi budaya hasil bumi cina kita basmi negara kesatuan republik indonesia usir,1,0,0,1,0,1,0,0,0
we pipis onta tercecer mari pantas bau pesing,0,1,0,0,0,0,0,0,0
kalau kejadian sini mungkin kalian teriak paling lantang pemerintah pro asing lebih pas ditawari bantuan asing bikin posko itu intinya malah mengompori keluarga korban lama pemerintah bilang hari kelamaan harusnya,0,0,0,0,0,0,0,0,0
berjuang jokowi dilantik tahun jangan gentar jangan takut mata benang leher ujung tombak di perut surut langkah tidak bisu suara tidak akan,0,0,0,0,0,0,0,0,0
kayak monyet,0,1,0,0,0,0,0,0,0
survei metro televisi jokowi menang presiden baru cara menghitungnya bagaimana mengalahkan jangan jangan salah judul maksudnya jokowi menangis sumber zie bajrie,1,0,1,0,0,0,0,0,1
cuba lah tegak anime nih karakai jozu no takagi san kalau rasa nak feeling feeling cinta monyet zaman sekolah memang throwback habis uniform resource locator,0,0,0,0,0,0,0,0,0
serunya pesta budaya derau kutai kartanegara,0,0,0,0,0,0,0,0,0
yang mau kontaknya retweet sekarang banyak banget kenalan tante jilboobs sange namanya tante dea,0,1,0,0,0,0,0,0,0
debat publik bukan ajang pembuktian siapa pintar sebaliknya bukan ruang akademik pamer siapa paling indah orang punya kekuatan kelemahan bukan soal dirinya egosentris namanya lebih soal kekuatan menahan,0,0,0,0,0,0,0,0,0
duduki istana negara sekalian lengserkan jokowi salam tahun,1,0,1,0,0,0,0,0,1
wah hebatnya pak lagi sibuk pencitraan baca nih,1,0,1,0,0,0,0,0,1
anda mungkin apa apa bagi muslim sangat menghinakan iblis betina sudah menista syariat,1,1,1,0,1,0,0,0,0
baby kafir buddha teroris myanmar,1,1,0,1,1,1,0,0,0
indonesia merdeka indonesia dijajah orang cina takbir allahu akbar uniform resource locator,1,0,0,1,0,1,0,0,0
memang benar kata pengamat politik hanta yudha kalau pasangan calon no tidak kan nya jawa tengah jawa tengah gayeng tetap jokowi,0,0,0,0,0,0,0,0,0
jongos penista agama ahok sok sok ngong sara majikan nya penebar sara astagfirullah tobat,1,1,1,0,0,0,0,0,1
saya follow beli saya katolik ikut akun prof menambah wawasan berbangsa terima kasih,0,0,0,0,0,0,0,0,0
kapan sih bejat cabul balik pengecut sih onta iya,1,1,1,0,0,0,0,1,0
wibisono pencitraan jokowi disebarkan up media massa pro asing terkesan jokowi berhasil,1,0,1,0,0,0,0,0,1
adian gaya kamu kayak beruk begini kalau supir tembak metromini masuk dewan perwakilan rakyat kampungan kamu,1,1,1,0,0,0,0,0,1
km terlalu mainstream mengaartikan pintar pintar relatif tergantung mau dibawa pengertiannya surat pemberitahuan tahunan pintar meng undeeestimate kan orang gue pintar komen rejim now pintar mangkrakan janji janji doang sok making,1,0,1,0,0,0,0,0,1
kan memang gue dongok,0,1,0,0,0,0,0,0,0
ih masak samakan sama sampah,0,0,0,0,0,0,0,0,0
gue terpukau ganti presiden,1,0,1,0,0,0,0,0,1
aspirasi ibu lina sumedang calon gubernur jabar berantas perebut laki orang sudah meresahkan kehidupan warga desa,0,0,0,0,0,0,0,0,0
yaelah chat kamu uruskan kelihatan mesum anggota dewan perwakilan rakyat diam yang nyata selingkuh tujuh tahun kalian pura pura budek cebong iq ratus sampai otaknya,1,1,0,1,0,0,1,1,0
katakan sejak dulu kita tak takut cina party dap kita bimbang pemahaman yang dibawa mereka,0,0,0,0,0,0,0,0,0
cermin pecah dirinya berkaca,0,0,0,0,0,0,0,0,0
langsung tag partainya berani berarti kamu banci,1,1,1,0,0,0,0,1,0
awwww comel nya asing kan ikut warna,0,0,0,0,0,0,0,0,0
islam menjadikan manusia idealis tetap realistis mempersiapkan kehidupan masa kini tak lupa masa depan diajak bekerja keras diajak beristirahat,0,0,0,0,0,0,0,0,0
kristus anjing anjing jembut keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk kutang siwuk idiot keparat picek tai pejuh siwuk,1,1,0,1,1,0,1,1,0
agama katolik ada menyebut katolik nusantara agama kristen protestan ada menyebut kristen protestan nusantara agama hindu ada menyebut hindu nusantara agama buddha ada menyebut buddha nusantara lah kok,0,0,0,0,0,0,0,0,0
berbasis teknologi digital presiden meminta sistem betul betul jalan langsung digunakan ramah pengguna ratas,0,0,0,0,0,0,0,0,0
ah kan perasaanmu untuk menghibur diri mana cebong bahagia presiden cebong punya tol cebong punya lah kamu punya cuma germo,1,1,1,0,0,0,0,0,1
lebih resah jadi presiden hidup penuh drama pencitraan main film televisi joko judulnya uniform resource locator,1,0,1,0,0,0,0,0,1
agama kristen golongan darah asal san fernando valley,0,0,0,0,0,0,0,0,0
buddha bunuh muslim myanmar,1,0,0,1,1,0,0,0,0
yahudi bangkai meminta sama jerman sana tempat ibadah,1,1,0,1,1,1,0,0,0
papa minta ketua fraksi rakyat mau nya setya novanto keluar dewan perwakilan rakyat bukan pecat ketua dewan perwakilan rakyat percuma di pecat masih di dewan perwakilan rakyat,1,0,1,0,0,0,0,0,1
hoaks kodok biawak meroket sekop bangsat karbitan munafik ganti presiden presiden baru tenggelamkan jokowi sungai siak,1,1,0,1,0,1,0,0,0
ribut komunis bla bla mungkin emoh baca yang baca kalau punya niat agitasi menyerang pemerintah pakai cari simpatisan,1,0,1,0,0,0,0,0,1
presiden jokowi berharap skema kerja sama juga dilakukan dalam pembangunan pembangunan lainnya â ¦â ¦â ¦,0,0,0,0,0,0,0,0,0
pemilihan umum langsung biar buat memilih presiden dewan perwakilan rakyat calon presiden biar kayak kucing karung mungkin bikin mekanisme baru lebih oke misal calon presiden ditentukan gubernur berprestasi jadi boleh maju jadi calon presiden yang jadi gubernur,0,0,0,0,0,0,0,0,0
vital bagaimana dari kapan inter punya bek kanan bisa jadi pembeda terakhir ya era maicon ambrosio baru baru kedatangan cancelo bagusnya hmmmm berarti kesimpulannya geblek ausilio,1,1,1,0,0,0,0,0,1
namanya agama munafik,1,1,1,0,1,0,0,0,0
contoh meski banyak tudingan dugaan korupsi susilo bambang yudhoyono pernah dorong kejaksaan usut himbau komisi pemberantasan korupsi usut dugaan korupsi jokowi,1,0,1,0,0,0,0,0,1
mencium bau bau pecun uniform resource locator,0,1,0,0,0,0,0,0,0
berhenti jadi konsumen wisata haji rumah menipu jadilah produsen wisata jiarah indonesia,1,0,0,1,1,0,0,0,0
pemburu nazi simon wiesenthal memegang foto foto menggambarkan mantan kepala gestapo laki laki rauf sebuah van kamar gas bergerak dibuatnya mengeksekusi orang orang yahudi,0,0,0,0,0,0,0,0,0
ada caci maki penista agama ternyata ketahuan poligami mengumpet apa mau dibegitukan sih ogah,1,0,1,0,0,0,0,0,1
bubarkan negara kesatuan republik indonesia harga mati,1,0,0,1,0,0,0,0,1
ingat baik baik kata sih royson jokowi kacung gue mungkin alasan fundamentalnya rezim justru sengaja masuk dalam debt trap komunis cina sok menjadi wajib ganti presiden,1,1,1,0,0,1,0,0,0
wkwk mampus aku mau pepet ujian ah,0,1,0,0,0,0,0,0,0
gubernur jaman now anti hoaks bukan menyebar isu tidak ganjar yasin menang ganjar yasin ganjar yasin,0,0,0,0,0,0,0,0,0
azan televisi memanggil manggil allah subhanahu wa taala dungu biadab dihentikan acara catut nama tuhan boleh dilanjutkan,1,1,0,1,1,0,0,0,0
semua terdapat kelakuan bani cebong,1,1,0,1,0,0,0,0,1
aku lah baju macam yahudi bertopi siap bas geng semua jubah putih kopiah minyak atar berjanggut dahi belekok bak ahli syurga siap nih betul betul out of place mohon aku tak dirajam,0,0,0,0,0,0,0,0,0
gue ge marah cuma auto daftar hitam kehidupan gue sampah apa gunanya kalau didaur ulang,0,0,0,0,0,0,0,0,0
anjir apa rasanya bekas silit,0,1,0,0,0,0,0,0,0
cebong makin kepanasan jadi makin ngawur,1,1,1,0,0,0,0,0,1
amin semoga kalian bertiga jadi menampilkan terbaik menyumbangan medali buat sumatra selatan,0,0,0,0,0,0,0,0,0
jangan terlalu banyak membingkai bangkai cukup menjadikannya pelajaran agar hidup semakin baik masa akan datang,0,0,0,0,0,0,0,0,0
edan aku masih pemula menangis lihatnya ampun kartu gue masih sedikit banget,0,1,0,0,0,0,0,0,0
nah kalau partai komunis indonesia alias partai korupsi indonesia perlu diganyang tidak,1,0,0,1,0,0,0,0,1
perempuan kayak kamu mending mati deh jelek enggak usah sok jadi make up artist,1,1,1,0,0,0,1,0,0
dijual gue kayak jablay,0,1,0,0,0,0,0,0,0
bijak cuma petugas jajaran kereta listrik doang penumpang cuma pengikut doang menyuruh orang mengerti sendirinya mau mengerti kebutuhan banyak orang kan bangkai,0,1,0,0,0,0,0,0,0
sepertinya titit nya sambung terus pakai accessoris,0,1,0,0,0,0,0,0,0
mata gue pas kecil sipit sekarang malah aneh banget,0,0,0,0,0,0,0,0,0
kok ingat aku buat banci gigih natural killer kira uniform resource locator,0,1,0,0,0,0,0,0,0
mewaspadai cina komunis ada indonesia,1,0,0,1,0,1,0,0,0
banci kampungan heeee,1,1,1,0,0,0,0,1,0
gembel ganteng perlu dikasihani banyak mencintainya asyik asyik hebat,0,1,0,0,0,0,0,0,0
deklarasi pilihan kepala daerah aman anti hoaks toga jemirahan jabon,0,0,0,0,0,0,0,0,0
setia usaha agung pas datuk takiyuddin hasan sahkan pihak cuba pinda perlembagaan party seperti dikatakan presiden party ini,0,0,0,0,0,0,0,0,0
memangnya aku najis,0,1,0,0,0,0,0,0,0
sastra karl mark pentolan komunis rusia,0,0,0,0,0,0,0,0,0
otak kayaknya benar benar bool deh mes terus tiap harinya makan silit jadinya,0,1,0,0,0,0,0,0,0
ganti rezim kacung lah cebong begitu kalau ditanya,1,1,0,1,0,0,0,0,1
cina apa hak kamu melarang,1,0,0,1,0,1,0,0,0
hebat bicara cinta pegang alquran pegangan hidup alquran tak bicara cinta perang bunuh penggal,1,0,0,1,1,0,0,0,0
kelamaan jomlo jablay,0,1,0,0,0,0,0,0,0
perjaka kok jual sok sok an mau booking tante idiot anjir,1,1,1,0,0,0,1,1,0
rev jangan pilih ulama dekat kafir munafik,1,1,1,0,1,0,0,0,0
buat menjaga kebersihan lingkungan orang orang pada melek sama kewajibannya asal buang sampah berbicara kan petugas kebersihannya,0,0,0,0,0,0,0,0,0
sejuk gila kantor kulit buaya apa,0,0,0,0,0,0,0,0,0
ooo macam biasalah kena seimbang baik nakal kucing anjing abang lain dark side bright side tak chill tak sosial lah kalai tak ada pelengkap haha bang selamat maju jaya terjawab persoalan terima kasih,0,0,0,0,0,0,0,0,0
segala permasalahan ada satu solusi ganti presiden pun berdampak signifikan sekurang nya telah mengobati mencegah penyakit ini bertambah parah,1,0,1,0,0,0,0,0,1
gampang kak kamu buka handphone buka browser ketik budaya palembang silakan menikmati pembelajaran gratis,0,0,0,0,0,0,0,0,0
segerombol onta mengakui membela umat itu semata mata kepentingan politik praktis tuan guru bajang jauh lebih demokratis mementingkan umat berpikiran modern salut untukmu tuan guru bajang,0,0,0,0,0,0,0,0,0
culun mending kampung jess,1,1,1,0,0,0,0,0,1
goyangan jilboobs mantap benar nih hyper kontol tadi squirt lah belum menonton live nya besok,0,1,0,0,0,0,0,0,0
